"","miRNAname","miRNAID","GeneEnsemblID","GeneName","TranslatePval","TranslateCorrCoef","TCGAReplication","CPTACReplication","Predictive","Validated","DiffHyp"
"169247","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000092445","TYRO3","4.48e-10",-0.332,"YES","NA","No","No","No"
"169248","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000099812","MISP","3.54e-10",-0.334,"YES","NA","No","No","No"
"169249","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000101198","NKAIN4","2.11e-09",-0.319,"YES","NA","No","No","No"
"169250","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000118194","TNNT2","1.05e-10",-0.344,"YES","NA","No","No","No"
"169252","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000130487","KLHDC7B","7.28e-11",-0.346,"YES","NA","No","No","No"
"169254","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000138100","TRIM54","1.15e-10",-0.343,"YES","NA","No","No","No"
"169255","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000163485","ADORA1","6.55e-12",-0.364,"YES","NA","No","No","No"
"169256","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000167755","KLK6","3.99e-10",-0.333,"YES","NA","No","No","No"
"169257","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000168490","PHYHIP","1.96e-11",-0.356,"YES","NA","No","No","No"
"169258","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000172794","RAB37","1.89e-09",-0.32,"YES","NA","No","No","No"
"169259","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000174938","SEZ6L2","1.31e-10",-0.342,"YES","NA","No","No","No"
"169260","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000174939","ASPHD1","5.56e-10",-0.33,"YES","NA","No","No","No"
"169262","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000185736","ADARB2","2.46e-09",-0.318,"YES","NA","No","No","No"
"169264","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000229776","C4B-AS1","3.76e-10",-0.333,"YES","NA","No","No","No"
"169265","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000233627","C4A-AS1","3.63e-10",-0.334,"YES","NA","No","No","No"
"169266","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000243284","VSIG8","1.92e-09",-0.32,"YES","NA","No","No","No"
"169267","hsa-miR-9-3p","MIMAT0000442_1","ENSG00000248115","RP11-752D24.2","3.01e-09",-0.316,"YES","NA","No","No","No"
"169828","hsa-miR-92b-3p","MIMAT0003218","ENSG00000006611","USH1C","5.78e-16",-0.425,"YES","NA","No","No","No"
"169829","hsa-miR-92b-3p","MIMAT0003218","ENSG00000006638","TBXA2R","6.69e-11",-0.347,"YES","NA","No","No","No"
"169830","hsa-miR-92b-3p","MIMAT0003218","ENSG00000009950","MLXIPL","8.70e-10",-0.327,"YES","NA","No","No","No"
"169831","hsa-miR-92b-3p","MIMAT0003218","ENSG00000015413","DPEP1","1.96e-13",-0.389,"YES","NA","No","No","No"
"169833","hsa-miR-92b-3p","MIMAT0003218","ENSG00000027644","INSRR","1.16e-12",-0.377,"YES","NA","No","No","No"
"169834","hsa-miR-92b-3p","MIMAT0003218","ENSG00000033627","ATP6V0A1","1.40e-17",-0.446,"YES","NA","No","No","No"
"169835","hsa-miR-92b-3p","MIMAT0003218","ENSG00000037897","METTL1","1.39e-12",-0.375,"YES","NA","No","No","No"
"169836","hsa-miR-92b-3p","MIMAT0003218","ENSG00000042832","TG","2.40e-09",-0.318,"YES","NA","No","No","No"
"169837","hsa-miR-92b-3p","MIMAT0003218","ENSG00000058404","CAMK2B","3.27e-10",-0.335,"YES","NA","No","No","No"
"169838","hsa-miR-92b-3p","MIMAT0003218","ENSG00000063241","ISOC2","1.22e-10",-0.342,"YES","NA","No","No","No"
"169839","hsa-miR-92b-3p","MIMAT0003218","ENSG00000064601","CTSA","2.39e-09",-0.318,"YES","NA","No","No","No"
"169840","hsa-miR-92b-3p","MIMAT0003218","ENSG00000066813","ACSM2B","4.00e-12",-0.368,"YES","NA","No","No","No"
"169841","hsa-miR-92b-3p","MIMAT0003218","ENSG00000067606","PRKCZ","6.39e-10",-0.329,"YES","NA","No","No","No"
"169842","hsa-miR-92b-3p","MIMAT0003218","ENSG00000069424","KCNAB2","2.37e-09",-0.318,"YES","NA","No","No","No"
"169843","hsa-miR-92b-3p","MIMAT0003218","ENSG00000070808","CAMK2A","4.83e-12",-0.367,"YES","NA","YES","No","No"
"169844","hsa-miR-92b-3p","MIMAT0003218","ENSG00000074276","CDHR2","5.14e-12",-0.366,"YES","NA","No","No","No"
"169846","hsa-miR-92b-3p","MIMAT0003218","ENSG00000076382","SPAG5","3.77e-14",-0.4,"YES","NA","No","No","No"
"169847","hsa-miR-92b-3p","MIMAT0003218","ENSG00000078902","TOLLIP","2.50e-09",-0.318,"YES","NA","No","No","No"
"169849","hsa-miR-92b-3p","MIMAT0003218","ENSG00000087076","HSD17B14","4.64e-15",-0.413,"YES","NA","No","No","No"
"169851","hsa-miR-92b-3p","MIMAT0003218","ENSG00000090534","THPO","4.61e-13",-0.383,"YES","NA","No","No","No"
"169852","hsa-miR-92b-3p","MIMAT0003218","ENSG00000092445","TYRO3","6.57e-12",-0.364,"YES","NA","No","No","No"
"169853","hsa-miR-92b-3p","MIMAT0003218","ENSG00000095539","SEMA4G","1.29e-09",-0.323,"YES","NA","No","No","No"
"169854","hsa-miR-92b-3p","MIMAT0003218","ENSG00000095932","SMIM24","1.57e-16",-0.433,"YES","NA","No","No","No"
"169855","hsa-miR-92b-3p","MIMAT0003218","ENSG00000099365","STX1B","7.94e-12",-0.363,"YES","NA","No","No","No"
"169857","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100031","GGT1","5.87e-14",-0.397,"YES","NA","No","No","No"
"169858","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100079","LGALS2","2.32e-15",-0.417,"YES","NA","No","No","No"
"169859","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100253","MIOX","1.74e-10",-0.34,"YES","NA","No","No","No"
"169861","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100292","HMOX1","1.97e-10",-0.339,"YES","NA","No","No","Yes"
"169862","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100294","MCAT","2.96e-09",-0.316,"YES","NA","No","No","No"
"169864","hsa-miR-92b-3p","MIMAT0003218","ENSG00000100600","LGMN","3.58e-10",-0.334,"YES","NA","No","No","No"
"169865","hsa-miR-92b-3p","MIMAT0003218","ENSG00000102032","RENBP","3.77e-17",-0.441,"YES","NA","No","No","No"
"169866","hsa-miR-92b-3p","MIMAT0003218","ENSG00000102575","ACP5","2.02e-11",-0.356,"YES","NA","YES","No","Yes"
"169867","hsa-miR-92b-3p","MIMAT0003218","ENSG00000103154","NECAB2","8.54e-14",-0.394,"YES","NA","No","No","No"
"169868","hsa-miR-92b-3p","MIMAT0003218","ENSG00000103415","HMOX2","1.87e-09",-0.32,"YES","NA","No","No","No"
"169869","hsa-miR-92b-3p","MIMAT0003218","ENSG00000103485","QPRT","2.99e-10",-0.335,"YES","NA","No","No","No"
"169870","hsa-miR-92b-3p","MIMAT0003218","ENSG00000103876","FAH","2.16e-17",-0.444,"YES","NA","No","No","No"
"169871","hsa-miR-92b-3p","MIMAT0003218","ENSG00000104808","DHDH","3.51e-13",-0.385,"YES","NA","No","No","No"
"169873","hsa-miR-92b-3p","MIMAT0003218","ENSG00000104833","TUBB4A","2.51e-11",-0.354,"YES","NA","No","No","No"
"169874","hsa-miR-92b-3p","MIMAT0003218","ENSG00000105053","VRK3","3.08e-13",-0.386,"YES","NA","No","No","No"
"169876","hsa-miR-92b-3p","MIMAT0003218","ENSG00000105227","PRX","2.19e-10",-0.338,"YES","NA","No","No","No"
"169877","hsa-miR-92b-3p","MIMAT0003218","ENSG00000105379","ETFB","9.58e-10",-0.326,"YES","NA","No","No","No"
"169879","hsa-miR-92b-3p","MIMAT0003218","ENSG00000107021","TBC1D13","1.62e-09",-0.321,"YES","NA","No","No","No"
"169881","hsa-miR-92b-3p","MIMAT0003218","ENSG00000109072","VTN","8.40e-10",-0.327,"YES","NA","No","No","No"
"169883","hsa-miR-92b-3p","MIMAT0003218","ENSG00000110245","APOC3","2.18e-12",-0.372,"YES","NA","No","No","No"
"169884","hsa-miR-92b-3p","MIMAT0003218","ENSG00000110628","SLC22A18","7.38e-12",-0.364,"YES","NA","No","No","No"
"169885","hsa-miR-92b-3p","MIMAT0003218","ENSG00000111424","VDR","1.09e-12",-0.377,"YES","NA","No","No","No"
"169889","hsa-miR-92b-3p","MIMAT0003218","ENSG00000115255","REEP6","3.08e-11",-0.353,"YES","NA","No","No","No"
"169890","hsa-miR-92b-3p","MIMAT0003218","ENSG00000115556","PLCD4","2.62e-09",-0.317,"YES","NA","No","No","No"
"169891","hsa-miR-92b-3p","MIMAT0003218","ENSG00000117305","HMGCL","2.83e-11",-0.354,"YES","NA","No","No","No"
"169892","hsa-miR-92b-3p","MIMAT0003218","ENSG00000117408","IPO13","1.26e-09",-0.323,"YES","NA","No","No","No"
"169893","hsa-miR-92b-3p","MIMAT0003218","ENSG00000117419","ERI3","2.17e-10",-0.338,"YES","NA","No","No","No"
"169894","hsa-miR-92b-3p","MIMAT0003218","ENSG00000117448","AKR1A1","4.05e-12",-0.368,"YES","NA","No","No","No"
"169895","hsa-miR-92b-3p","MIMAT0003218","ENSG00000118004","COLEC11","7.97e-10",-0.327,"YES","NA","No","No","No"
"169896","hsa-miR-92b-3p","MIMAT0003218","ENSG00000118194","TNNT2","3.24e-15",-0.415,"YES","NA","No","No","No"
"169897","hsa-miR-92b-3p","MIMAT0003218","ENSG00000119522","DENND1A","8.92e-10",-0.326,"YES","NA","No","No","No"
"169898","hsa-miR-92b-3p","MIMAT0003218","ENSG00000120645","IQSEC3","4.04e-13",-0.384,"YES","NA","No","No","No"
"169901","hsa-miR-92b-3p","MIMAT0003218","ENSG00000122194","PLG","2.26e-10",-0.337,"YES","NA","No","No","No"
"169902","hsa-miR-92b-3p","MIMAT0003218","ENSG00000123240","OPTN","1.74e-13",-0.39,"YES","NA","No","No","No"
"169903","hsa-miR-92b-3p","MIMAT0003218","ENSG00000123427","METTL21B","6.27e-10",-0.329,"YES","NA","No","No","No"
"169905","hsa-miR-92b-3p","MIMAT0003218","ENSG00000124588","NQO2","2.61e-10",-0.336,"YES","NA","No","No","No"
"169906","hsa-miR-92b-3p","MIMAT0003218","ENSG00000124615","MOCS1","1.29e-10",-0.342,"YES","NA","YES","No","No"
"169907","hsa-miR-92b-3p","MIMAT0003218","ENSG00000125255","SLC10A2","2.06e-10",-0.338,"YES","NA","No","No","No"
"169909","hsa-miR-92b-3p","MIMAT0003218","ENSG00000125675","GRIA3","1.44e-13",-0.391,"YES","NA","YES","No","No"
"169911","hsa-miR-92b-3p","MIMAT0003218","ENSG00000126231","PROZ","5.35e-12",-0.366,"YES","NA","No","No","No"
"169912","hsa-miR-92b-3p","MIMAT0003218","ENSG00000126259","KIRREL2","3.24e-10",-0.335,"YES","NA","No","No","No"
"169913","hsa-miR-92b-3p","MIMAT0003218","ENSG00000126522","ASL","1.28e-11",-0.36,"YES","NA","No","No","No"
"169914","hsa-miR-92b-3p","MIMAT0003218","ENSG00000127884","ECHS1","6.72e-10",-0.329,"YES","NA","No","No","No"
"169915","hsa-miR-92b-3p","MIMAT0003218","ENSG00000128165","ADM2","6.96e-17",-0.438,"YES","NA","No","No","No"
"169916","hsa-miR-92b-3p","MIMAT0003218","ENSG00000128298","BAIAP2L2","1.84e-11",-0.357,"YES","NA","No","No","No"
"169917","hsa-miR-92b-3p","MIMAT0003218","ENSG00000128311","TST","6.34e-10",-0.329,"YES","NA","No","No","No"
"169919","hsa-miR-92b-3p","MIMAT0003218","ENSG00000129214","SHBG","2.10e-13",-0.388,"YES","NA","No","No","No"
"169920","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130005","GAMT","7.21e-11",-0.346,"YES","NA","No","No","No"
"169921","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130203","APOE","1.26e-13",-0.392,"YES","NA","No","No","No"
"169922","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130226","DPP6","3.05e-12",-0.37,"YES","NA","No","No","No"
"169923","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130517","PGPEP1","8.28e-18",-0.449,"YES","NA","YES","YES","No"
"169924","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130707","ASS1","9.43e-15",-0.408,"YES","NA","No","No","No"
"169925","hsa-miR-92b-3p","MIMAT0003218","ENSG00000130766","SESN2","3.14e-10",-0.335,"YES","NA","No","No","No"
"169926","hsa-miR-92b-3p","MIMAT0003218","ENSG00000131089","ARHGEF9","2.92e-13",-0.386,"YES","NA","No","No","No"
"169927","hsa-miR-92b-3p","MIMAT0003218","ENSG00000131400","NAPSA","3.28e-13",-0.385,"YES","NA","No","No","No"
"169929","hsa-miR-92b-3p","MIMAT0003218","ENSG00000134207","SYT6","3.58e-14",-0.4,"YES","NA","No","No","No"
"169931","hsa-miR-92b-3p","MIMAT0003218","ENSG00000135100","HNF1A","4.34e-10",-0.332,"YES","NA","No","No","No"
"169932","hsa-miR-92b-3p","MIMAT0003218","ENSG00000136305","CIDEB","1.79e-10",-0.339,"YES","NA","No","No","No"
"169933","hsa-miR-92b-3p","MIMAT0003218","ENSG00000136717","BIN1","3.87e-10",-0.333,"YES","NA","No","No","No"
"169934","hsa-miR-92b-3p","MIMAT0003218","ENSG00000136944","LMX1B","6.01e-11",-0.348,"YES","NA","No","No","No"
"169935","hsa-miR-92b-3p","MIMAT0003218","ENSG00000137474","MYO7A","1.53e-09",-0.322,"YES","NA","No","No","No"
"169936","hsa-miR-92b-3p","MIMAT0003218","ENSG00000137868","STRA6","2.60e-11",-0.354,"YES","NA","No","No","No"
"169937","hsa-miR-92b-3p","MIMAT0003218","ENSG00000138030","KHK","1.72e-15",-0.419,"YES","NA","No","No","No"
"169938","hsa-miR-92b-3p","MIMAT0003218","ENSG00000138100","TRIM54","8.19e-11",-0.345,"YES","NA","No","No","No"
"169939","hsa-miR-92b-3p","MIMAT0003218","ENSG00000138675","FGF5","2.20e-09",-0.319,"YES","NA","YES","No","No"
"169940","hsa-miR-92b-3p","MIMAT0003218","ENSG00000139194","RBP5","1.64e-11",-0.358,"YES","NA","No","No","No"
"169941","hsa-miR-92b-3p","MIMAT0003218","ENSG00000139540","SLC39A5","8.58e-13",-0.379,"YES","NA","No","No","No"
"169943","hsa-miR-92b-3p","MIMAT0003218","ENSG00000140107","SLC25A47","6.64e-10",-0.329,"YES","NA","No","No","No"
"169944","hsa-miR-92b-3p","MIMAT0003218","ENSG00000140675","SLC5A2","7.53e-12",-0.363,"YES","NA","No","No","No"
"169945","hsa-miR-92b-3p","MIMAT0003218","ENSG00000140839","CLEC18B","7.40e-10",-0.328,"YES","NA","No","No","No"
"169946","hsa-miR-92b-3p","MIMAT0003218","ENSG00000140961","OSGIN1","5.43e-14",-0.397,"YES","NA","No","No","No"
"169947","hsa-miR-92b-3p","MIMAT0003218","ENSG00000141504","SAT2","1.46e-15",-0.42,"YES","NA","No","No","No"
"169948","hsa-miR-92b-3p","MIMAT0003218","ENSG00000141576","RNF157","1.90e-18",-0.457,"YES","NA","YES","No","No"
"169949","hsa-miR-92b-3p","MIMAT0003218","ENSG00000142182","DNMT3L","2.76e-11",-0.354,"YES","NA","No","No","No"
"169950","hsa-miR-92b-3p","MIMAT0003218","ENSG00000142484","TM4SF5","1.02e-13",-0.393,"YES","NA","No","No","No"
"169951","hsa-miR-92b-3p","MIMAT0003218","ENSG00000142515","KLK3","1.49e-11",-0.358,"YES","NA","No","No","No"
"169952","hsa-miR-92b-3p","MIMAT0003218","ENSG00000142661","MYOM3","1.97e-11",-0.356,"YES","NA","No","No","No"
"169953","hsa-miR-92b-3p","MIMAT0003218","ENSG00000142748","FCN3","3.16e-10",-0.335,"YES","NA","No","No","No"
"169954","hsa-miR-92b-3p","MIMAT0003218","ENSG00000143630","HCN3","1.00e-10",-0.344,"YES","NA","No","No","No"
"169955","hsa-miR-92b-3p","MIMAT0003218","ENSG00000143819","EPHX1","2.96e-11",-0.353,"YES","NA","No","No","No"
"169956","hsa-miR-92b-3p","MIMAT0003218","ENSG00000143891","GALM","2.89e-09",-0.316,"YES","NA","No","No","No"
"169957","hsa-miR-92b-3p","MIMAT0003218","ENSG00000144395","CCDC150","8.85e-11",-0.345,"YES","NA","No","No","No"
"169959","hsa-miR-92b-3p","MIMAT0003218","ENSG00000144671","SLC22A14","3.51e-13",-0.385,"YES","NA","No","No","No"
"169960","hsa-miR-92b-3p","MIMAT0003218","ENSG00000144908","ALDH1L1","1.06e-10",-0.343,"YES","NA","No","No","No"
"169961","hsa-miR-92b-3p","MIMAT0003218","ENSG00000146039","SLC17A4","4.97e-12",-0.366,"YES","NA","No","No","No"
"169962","hsa-miR-92b-3p","MIMAT0003218","ENSG00000146755","TRIM50","4.39e-10",-0.332,"YES","NA","No","No","No"
"169963","hsa-miR-92b-3p","MIMAT0003218","ENSG00000146776","ATXN7L1","9.02e-12",-0.362,"YES","NA","No","No","No"
"169964","hsa-miR-92b-3p","MIMAT0003218","ENSG00000146809","ASB15","2.51e-09",-0.318,"YES","NA","No","No","No"
"169965","hsa-miR-92b-3p","MIMAT0003218","ENSG00000147206","NXF3","1.22e-12",-0.376,"YES","NA","No","No","No"
"169966","hsa-miR-92b-3p","MIMAT0003218","ENSG00000148803","FUOM","6.09e-12",-0.365,"YES","NA","No","No","No"
"169967","hsa-miR-92b-3p","MIMAT0003218","ENSG00000149328","GLB1L2","7.05e-13",-0.38,"YES","NA","No","No","No"
"169968","hsa-miR-92b-3p","MIMAT0003218","ENSG00000149452","SLC22A8","1.66e-09",-0.321,"YES","NA","No","No","No"
"169969","hsa-miR-92b-3p","MIMAT0003218","ENSG00000149599","DUSP15","1.10e-09",-0.325,"YES","NA","No","No","No"
"169970","hsa-miR-92b-3p","MIMAT0003218","ENSG00000151360","ALLC","5.00e-14",-0.398,"YES","NA","No","No","No"
"169971","hsa-miR-92b-3p","MIMAT0003218","ENSG00000153165","RGPD3","1.10e-11",-0.361,"YES","NA","No","No","No"
"169972","hsa-miR-92b-3p","MIMAT0003218","ENSG00000153303","FRMD1","3.24e-13",-0.385,"YES","NA","No","No","No"
"169974","hsa-miR-92b-3p","MIMAT0003218","ENSG00000156709","AIFM1","3.59e-10",-0.334,"YES","NA","YES","No","No"
"169975","hsa-miR-92b-3p","MIMAT0003218","ENSG00000156885","COX6A2","1.43e-09",-0.322,"YES","NA","No","No","No"
"169976","hsa-miR-92b-3p","MIMAT0003218","ENSG00000157152","SYN2","1.55e-13",-0.39,"YES","NA","YES","YES","No"
"169977","hsa-miR-92b-3p","MIMAT0003218","ENSG00000157322","CLEC18A","1.06e-12",-0.377,"YES","NA","No","No","No"
"169978","hsa-miR-92b-3p","MIMAT0003218","ENSG00000157326","DHRS4","3.48e-10",-0.334,"YES","NA","No","No","No"
"169979","hsa-miR-92b-3p","MIMAT0003218","ENSG00000157335","CLEC18C","2.33e-11",-0.355,"YES","NA","No","No","No"
"169980","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158014","SLC30A2","1.83e-10",-0.339,"YES","NA","No","No","No"
"169981","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158022","TRIM63","3.72e-11",-0.352,"YES","NA","No","No","No"
"169982","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158104","HPD","2.44e-09",-0.318,"YES","NA","No","No","No"
"169983","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158109","TPRG1L","1.14e-09",-0.324,"YES","NA","No","No","No"
"169984","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158458","NRG2","5.95e-12",-0.365,"YES","NA","No","No","No"
"169985","hsa-miR-92b-3p","MIMAT0003218","ENSG00000158571","PFKFB1","7.51e-10",-0.328,"YES","NA","No","No","No"
"169987","hsa-miR-92b-3p","MIMAT0003218","ENSG00000159173","TNNI1","5.64e-10",-0.33,"YES","NA","No","No","No"
"169988","hsa-miR-92b-3p","MIMAT0003218","ENSG00000159618","ADGRG5","6.96e-17",-0.438,"YES","NA","No","No","No"
"169989","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160049","DFFA","2.76e-11",-0.354,"YES","NA","No","No","No"
"169990","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160282","FTCD","6.55e-10",-0.329,"YES","NA","No","No","No"
"169991","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160445","ZER1","9.54e-11",-0.344,"YES","NA","No","No","No"
"169992","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160460","SPTBN4","8.42e-13",-0.379,"YES","NA","YES","No","No"
"169993","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160801","PTH1R","5.96e-15",-0.411,"YES","NA","No","No","No"
"169994","hsa-miR-92b-3p","MIMAT0003218","ENSG00000160862","AZGP1","3.05e-13",-0.386,"YES","NA","No","No","No"
"169995","hsa-miR-92b-3p","MIMAT0003218","ENSG00000161270","NPHS1","2.34e-12",-0.372,"YES","NA","No","No","No"
"169996","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162066","AMDHD2","2.69e-09",-0.317,"YES","NA","No","No","No"
"169997","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162129","CLPB","6.39e-16",-0.425,"YES","NA","No","No","No"
"169998","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162366","PDZK1IP1","4.47e-13",-0.383,"YES","NA","No","No","No"
"169999","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162391","FAM151A","4.27e-10",-0.332,"YES","NA","No","No","No"
"170000","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162460","TMEM82","6.75e-11",-0.347,"YES","NA","No","No","No"
"170001","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162551","ALPL","5.42e-15",-0.412,"YES","NA","No","No","No"
"170002","hsa-miR-92b-3p","MIMAT0003218","ENSG00000162882","HAAO","1.58e-15",-0.419,"YES","NA","No","No","No"
"170004","hsa-miR-92b-3p","MIMAT0003218","ENSG00000163521","GLB1L","1.07e-09",-0.325,"YES","NA","No","No","No"
"170005","hsa-miR-92b-3p","MIMAT0003218","ENSG00000163586","FABP1","2.20e-15",-0.417,"YES","NA","No","No","No"
"170006","hsa-miR-92b-3p","MIMAT0003218","ENSG00000163959","SLC51A","1.02e-12",-0.378,"YES","NA","No","No","No"
"170007","hsa-miR-92b-3p","MIMAT0003218","ENSG00000165188","RNF183","6.78e-11",-0.347,"YES","NA","No","No","No"
"170008","hsa-miR-92b-3p","MIMAT0003218","ENSG00000165633","VSTM4","1.39e-11",-0.359,"YES","NA","No","No","No"
"170010","hsa-miR-92b-3p","MIMAT0003218","ENSG00000165828","PRAP1","7.36e-13",-0.38,"YES","NA","No","No","No"
"170011","hsa-miR-92b-3p","MIMAT0003218","ENSG00000166123","GPT2","2.99e-11",-0.353,"YES","NA","No","No","No"
"170013","hsa-miR-92b-3p","MIMAT0003218","ENSG00000166426","CRABP1","3.96e-11",-0.351,"YES","NA","No","No","No"
"170014","hsa-miR-92b-3p","MIMAT0003218","ENSG00000166831","RBPMS2","5.63e-11",-0.348,"YES","NA","YES","No","No"
"170015","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167107","ACSF2","1.50e-15",-0.42,"YES","NA","No","No","No"
"170016","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167363","FN3K","2.45e-09",-0.318,"YES","NA","No","No","No"
"170018","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167434","CA4","7.20e-11",-0.346,"YES","NA","No","No","No"
"170019","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167711","SERPINF2","2.62e-10",-0.336,"YES","NA","No","No","No"
"170020","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167748","KLK1","4.02e-10",-0.333,"YES","NA","No","No","No"
"170021","hsa-miR-92b-3p","MIMAT0003218","ENSG00000167755","KLK6","2.46e-10",-0.337,"YES","NA","No","No","No"
"170022","hsa-miR-92b-3p","MIMAT0003218","ENSG00000168004","HRASLS5","2.19e-10",-0.338,"YES","NA","No","No","No"
"170023","hsa-miR-92b-3p","MIMAT0003218","ENSG00000168065","SLC22A11","1.81e-15",-0.418,"YES","NA","No","No","No"
"170025","hsa-miR-92b-3p","MIMAT0003218","ENSG00000168490","PHYHIP","6.26e-15",-0.411,"YES","NA","No","No","No"
"170026","hsa-miR-92b-3p","MIMAT0003218","ENSG00000168671","UGT3A2","5.17e-12",-0.366,"YES","NA","No","No","No"
"170027","hsa-miR-92b-3p","MIMAT0003218","ENSG00000168890","TMEM150A","1.62e-09",-0.321,"YES","NA","No","No","No"
"170028","hsa-miR-92b-3p","MIMAT0003218","ENSG00000169035","KLK7","7.75e-10",-0.327,"YES","NA","No","No","No"
"170029","hsa-miR-92b-3p","MIMAT0003218","ENSG00000169994","MYO7B","9.25e-14",-0.394,"YES","NA","No","No","No"
"170030","hsa-miR-92b-3p","MIMAT0003218","ENSG00000170439","METTL7B","2.51e-12",-0.371,"YES","NA","No","No","No"
"170031","hsa-miR-92b-3p","MIMAT0003218","ENSG00000170703","TTLL6","5.71e-12",-0.365,"YES","NA","No","No","No"
"170032","hsa-miR-92b-3p","MIMAT0003218","ENSG00000171124","FUT3","1.01e-09",-0.325,"YES","NA","No","No","No"
"170033","hsa-miR-92b-3p","MIMAT0003218","ENSG00000171433","GLOD5","1.24e-09",-0.324,"YES","NA","No","No","No"
"170034","hsa-miR-92b-3p","MIMAT0003218","ENSG00000171658","RP11-443P15.2","2.77e-16",-0.43,"YES","NA","No","No","No"
"170035","hsa-miR-92b-3p","MIMAT0003218","ENSG00000172346","CSDC2","1.83e-09",-0.32,"YES","NA","No","No","No"
"170036","hsa-miR-92b-3p","MIMAT0003218","ENSG00000172794","RAB37","1.82e-10",-0.339,"YES","NA","YES","No","No"
"170037","hsa-miR-92b-3p","MIMAT0003218","ENSG00000172828","CES3","9.04e-12",-0.362,"YES","NA","No","No","No"
"170038","hsa-miR-92b-3p","MIMAT0003218","ENSG00000172831","CES2","1.09e-11",-0.361,"YES","NA","No","No","No"
"170039","hsa-miR-92b-3p","MIMAT0003218","ENSG00000172955","ADH6","6.14e-10",-0.329,"YES","NA","No","No","No"
"170040","hsa-miR-92b-3p","MIMAT0003218","ENSG00000173210","ABLIM3","9.63e-13",-0.378,"YES","NA","No","No","No"
"170041","hsa-miR-92b-3p","MIMAT0003218","ENSG00000173237","C11orf86","1.34e-11",-0.359,"YES","NA","No","No","No"
"170042","hsa-miR-92b-3p","MIMAT0003218","ENSG00000173599","PC","1.64e-09",-0.321,"YES","NA","No","No","No"
"170044","hsa-miR-92b-3p","MIMAT0003218","ENSG00000173826","KCNH6","3.08e-12",-0.37,"YES","NA","YES","No","No"
"170045","hsa-miR-92b-3p","MIMAT0003218","ENSG00000174332","GLIS1","4.59e-14",-0.398,"YES","NA","No","No","No"
"170046","hsa-miR-92b-3p","MIMAT0003218","ENSG00000175311","ANKS4B","2.59e-14",-0.402,"YES","NA","YES","No","No"
"170047","hsa-miR-92b-3p","MIMAT0003218","ENSG00000175600","SUGCT","1.96e-10",-0.339,"YES","NA","No","No","No"
"170048","hsa-miR-92b-3p","MIMAT0003218","ENSG00000176383","B3GNT4","8.63e-10",-0.327,"YES","NA","No","No","No"
"170049","hsa-miR-92b-3p","MIMAT0003218","ENSG00000176485","PLA2G16","4.48e-14",-0.398,"YES","NA","No","No","No"
"170050","hsa-miR-92b-3p","MIMAT0003218","ENSG00000176716","OR10AB1P","2.76e-09",-0.317,"YES","NA","No","No","No"
