"","miRNAname","miRNAID","GeneEnsemblID","GeneName","TranslatePval","TranslateCorrCoef","TCGAReplication","CPTACReplication","Predictive","Validated","DiffHyp"
"170053","hsa-miR-92b-3p","MIMAT0003218","ENSG00000178363","CALML3","7.52e-16",-0.424,"YES","NA","No","No","No"
"170054","hsa-miR-92b-3p","MIMAT0003218","ENSG00000178462","TUBAL3","4.13e-10",-0.333,"YES","NA","No","No","No"
"170055","hsa-miR-92b-3p","MIMAT0003218","ENSG00000178473","UCN3","4.43e-15",-0.413,"YES","NA","No","No","No"
"170056","hsa-miR-92b-3p","MIMAT0003218","ENSG00000178828","RNF186","3.72e-10",-0.333,"YES","NA","No","No","No"
"170057","hsa-miR-92b-3p","MIMAT0003218","ENSG00000179270","C2orf71","2.12e-12",-0.372,"YES","NA","No","No","No"
"170058","hsa-miR-92b-3p","MIMAT0003218","ENSG00000180061","TMEM150B","8.03e-12",-0.363,"YES","NA","No","No","No"
"170059","hsa-miR-92b-3p","MIMAT0003218","ENSG00000180432","CYP8B1","5.35e-14",-0.397,"YES","NA","No","No","No"
"170062","hsa-miR-92b-3p","MIMAT0003218","ENSG00000180745","CLRN3","2.88e-11",-0.353,"YES","NA","No","No","No"
"170063","hsa-miR-92b-3p","MIMAT0003218","ENSG00000181291","TMEM132E","8.06e-10",-0.327,"YES","NA","No","No","No"
"170065","hsa-miR-92b-3p","MIMAT0003218","ENSG00000182156","ENPP7","1.83e-16",-0.432,"YES","NA","No","No","No"
"170066","hsa-miR-92b-3p","MIMAT0003218","ENSG00000182749","PAQR7","2.08e-09",-0.319,"YES","NA","YES","No","No"
"170069","hsa-miR-92b-3p","MIMAT0003218","ENSG00000183048","SLC25A10","2.36e-09",-0.318,"YES","NA","No","No","No"
"170070","hsa-miR-92b-3p","MIMAT0003218","ENSG00000183549","ACSM5","1.59e-09",-0.321,"YES","NA","No","No","No"
"170071","hsa-miR-92b-3p","MIMAT0003218","ENSG00000183747","ACSM2A","1.37e-09",-0.323,"YES","NA","No","No","No"
"170073","hsa-miR-92b-3p","MIMAT0003218","ENSG00000184163","FAM132A","1.42e-09",-0.322,"YES","NA","No","No","No"
"170074","hsa-miR-92b-3p","MIMAT0003218","ENSG00000184368","MAP7D2","1.55e-13",-0.39,"YES","NA","No","No","No"
"170075","hsa-miR-92b-3p","MIMAT0003218","ENSG00000185038","MROH2A","6.29e-11",-0.347,"YES","NA","No","No","No"
"170077","hsa-miR-92b-3p","MIMAT0003218","ENSG00000185361","TNFAIP8L1","2.32e-17",-0.444,"YES","NA","No","No","No"
"170078","hsa-miR-92b-3p","MIMAT0003218","ENSG00000186198","SLC51B","1.31e-11",-0.359,"YES","NA","No","No","No"
"170079","hsa-miR-92b-3p","MIMAT0003218","ENSG00000186564","FOXD2","3.13e-10",-0.335,"YES","NA","No","No","No"
"170080","hsa-miR-92b-3p","MIMAT0003218","ENSG00000186654","PRR5","3.00e-09",-0.316,"YES","NA","No","YES","No"
"170082","hsa-miR-92b-3p","MIMAT0003218","ENSG00000186868","MAPT","1.39e-09",-0.323,"YES","NA","No","No","No"
"170083","hsa-miR-92b-3p","MIMAT0003218","ENSG00000187630","DHRS4L2","3.28e-15",-0.415,"YES","NA","No","No","No"
"170084","hsa-miR-92b-3p","MIMAT0003218","ENSG00000188505","NCCRP1","2.93e-09",-0.316,"YES","NA","No","No","No"
"170085","hsa-miR-92b-3p","MIMAT0003218","ENSG00000188816","HMX2","2.33e-10",-0.337,"YES","NA","No","No","No"
"170086","hsa-miR-92b-3p","MIMAT0003218","ENSG00000188937","NYX","6.29e-11",-0.347,"YES","NA","No","No","No"
"170087","hsa-miR-92b-3p","MIMAT0003218","ENSG00000188997","KCTD21","1.54e-10",-0.34,"YES","NA","No","No","No"
"170088","hsa-miR-92b-3p","MIMAT0003218","ENSG00000196372","ASB13","8.09e-12",-0.363,"YES","NA","No","No","No"
"170089","hsa-miR-92b-3p","MIMAT0003218","ENSG00000196821","C6orf106","4.02e-14",-0.399,"YES","NA","No","No","No"
"170091","hsa-miR-92b-3p","MIMAT0003218","ENSG00000197114","ZGPAT","1.84e-10",-0.339,"YES","NA","No","No","No"
"170092","hsa-miR-92b-3p","MIMAT0003218","ENSG00000197408","CYP2B6","1.37e-15",-0.42,"YES","NA","No","No","No"
"170093","hsa-miR-92b-3p","MIMAT0003218","ENSG00000197852","FAM212B","6.45e-12",-0.364,"YES","NA","No","No","No"
"170094","hsa-miR-92b-3p","MIMAT0003218","ENSG00000197891","SLC22A12","1.84e-13",-0.389,"YES","NA","No","No","No"
"170095","hsa-miR-92b-3p","MIMAT0003218","ENSG00000197901","SLC22A6","2.21e-12",-0.372,"YES","NA","No","No","No"
"170097","hsa-miR-92b-3p","MIMAT0003218","ENSG00000198417","MT1F","7.18e-10",-0.328,"YES","NA","No","No","No"
"170098","hsa-miR-92b-3p","MIMAT0003218","ENSG00000198569","SLC34A3","5.60e-14",-0.397,"YES","NA","No","No","No"
"170099","hsa-miR-92b-3p","MIMAT0003218","ENSG00000198715","GLMP","4.06e-13",-0.384,"YES","NA","No","No","No"
"170100","hsa-miR-92b-3p","MIMAT0003218","ENSG00000198756","COLGALT2","2.57e-11",-0.354,"YES","NA","No","No","No"
"170103","hsa-miR-92b-3p","MIMAT0003218","ENSG00000204071","TCEAL6","9.04e-10",-0.326,"YES","NA","No","No","No"
"170104","hsa-miR-92b-3p","MIMAT0003218","ENSG00000204444","APOM","1.65e-11",-0.358,"YES","NA","No","No","No"
"170105","hsa-miR-92b-3p","MIMAT0003218","ENSG00000204653","ASPDH","2.99e-16",-0.429,"YES","NA","No","No","No"
"170106","hsa-miR-92b-3p","MIMAT0003218","ENSG00000204978","ERICH4","3.22e-11",-0.353,"YES","NA","No","No","No"
"170108","hsa-miR-92b-3p","MIMAT0003218","ENSG00000205436","EXOC3L4","3.61e-10",-0.334,"YES","NA","No","No","No"
"170109","hsa-miR-92b-3p","MIMAT0003218","ENSG00000205488","CALML3-AS1","1.38e-10",-0.341,"YES","NA","No","No","No"
"170110","hsa-miR-92b-3p","MIMAT0003218","ENSG00000206557","TRIM71","5.47e-13",-0.382,"YES","NA","No","No","No"
"170111","hsa-miR-92b-3p","MIMAT0003218","ENSG00000211445","GPX3","2.95e-12",-0.37,"YES","NA","No","No","No"
"170113","hsa-miR-92b-3p","MIMAT0003218","ENSG00000213996","TM6SF2","7.69e-15",-0.41,"YES","NA","No","No","No"
"170114","hsa-miR-92b-3p","MIMAT0003218","ENSG00000214313","AZGP1P1","9.94e-11",-0.344,"YES","NA","No","No","No"
"170115","hsa-miR-92b-3p","MIMAT0003218","ENSG00000214435","AS3MT","2.93e-11",-0.353,"YES","NA","No","No","No"
"170116","hsa-miR-92b-3p","MIMAT0003218","ENSG00000214796","RP11-480I12.5","7.23e-11",-0.346,"YES","NA","No","No","No"
"170117","hsa-miR-92b-3p","MIMAT0003218","ENSG00000214888","XXyac-YM21GA2.7","7.36e-15",-0.41,"YES","NA","No","No","No"
"170118","hsa-miR-92b-3p","MIMAT0003218","ENSG00000216895","AC009403.2","1.05e-10",-0.344,"YES","NA","No","No","No"
"170120","hsa-miR-92b-3p","MIMAT0003218","ENSG00000223716","RP11-113O24.3","3.84e-14",-0.399,"YES","NA","No","No","No"
"170122","hsa-miR-92b-3p","MIMAT0003218","ENSG00000223985","AC093326.1","6.40e-11",-0.347,"YES","NA","No","No","No"
"170123","hsa-miR-92b-3p","MIMAT0003218","ENSG00000224805","LINC00853","8.05e-13",-0.379,"YES","NA","No","No","No"
"170124","hsa-miR-92b-3p","MIMAT0003218","ENSG00000224916","APOC4-APOC2","1.58e-10",-0.34,"YES","NA","No","No","No"
"170125","hsa-miR-92b-3p","MIMAT0003218","ENSG00000224950","RP5-1086K13.1","9.77e-12",-0.361,"YES","NA","No","No","No"
"170127","hsa-miR-92b-3p","MIMAT0003218","ENSG00000226306","NPY6R","2.48e-10",-0.337,"YES","NA","No","No","Yes"
"170130","hsa-miR-92b-3p","MIMAT0003218","ENSG00000229719","MIR194-2HG","3.36e-11",-0.352,"YES","NA","No","No","No"
"170132","hsa-miR-92b-3p","MIMAT0003218","ENSG00000230024","RP11-95P13.1","2.95e-09",-0.316,"YES","NA","No","No","No"
"170133","hsa-miR-92b-3p","MIMAT0003218","ENSG00000230027","RP11-550H2.2","3.39e-11",-0.352,"YES","NA","No","No","No"
"170134","hsa-miR-92b-3p","MIMAT0003218","ENSG00000230387","RP4-737E23.2","9.75e-12",-0.361,"YES","NA","No","No","No"
"170136","hsa-miR-92b-3p","MIMAT0003218","ENSG00000231518","RP11-327L3.3","1.03e-09",-0.325,"YES","NA","No","No","No"
"170138","hsa-miR-92b-3p","MIMAT0003218","ENSG00000233590","RP11-153K11.3","4.74e-10",-0.332,"YES","NA","No","No","No"
"170140","hsa-miR-92b-3p","MIMAT0003218","ENSG00000233884","XXyac-YM21GA2.3","1.46e-09",-0.322,"YES","NA","No","No","No"
"170141","hsa-miR-92b-3p","MIMAT0003218","ENSG00000234575","CTSLP8","5.19e-12",-0.366,"YES","NA","No","No","No"
"170142","hsa-miR-92b-3p","MIMAT0003218","ENSG00000234996","RP11-480I12.9","3.77e-12",-0.368,"YES","NA","No","No","No"
"170143","hsa-miR-92b-3p","MIMAT0003218","ENSG00000235033","RP11-61I13.3","8.38e-11",-0.345,"YES","NA","No","No","No"
"170145","hsa-miR-92b-3p","MIMAT0003218","ENSG00000235366","LINC01055","6.31e-15",-0.411,"YES","NA","No","No","No"
"170147","hsa-miR-92b-3p","MIMAT0003218","ENSG00000235621","LINC00494","4.09e-11",-0.351,"YES","NA","No","No","No"
"170148","hsa-miR-92b-3p","MIMAT0003218","ENSG00000237517","DGCR5","1.12e-09",-0.324,"YES","NA","No","No","No"
"170149","hsa-miR-92b-3p","MIMAT0003218","ENSG00000237775","DDR1-AS1","2.26e-09",-0.319,"YES","NA","No","No","No"
"170150","hsa-miR-92b-3p","MIMAT0003218","ENSG00000238057","ZEB2-AS1","6.39e-10",-0.329,"YES","NA","No","No","No"
"170152","hsa-miR-92b-3p","MIMAT0003218","ENSG00000240045","RP11-451G4.2","3.66e-10",-0.334,"YES","NA","No","No","No"
"170153","hsa-miR-92b-3p","MIMAT0003218","ENSG00000241233","KRTAP5-8","1.13e-09",-0.324,"YES","NA","No","No","No"
"170154","hsa-miR-92b-3p","MIMAT0003218","ENSG00000242366","UGT1A8","1.83e-10",-0.339,"YES","NA","No","No","No"
"170155","hsa-miR-92b-3p","MIMAT0003218","ENSG00000242515","UGT1A10","1.06e-10",-0.343,"YES","NA","No","No","No"
"170156","hsa-miR-92b-3p","MIMAT0003218","ENSG00000243284","VSIG8","1.14e-11",-0.36,"YES","NA","No","No","No"
"170157","hsa-miR-92b-3p","MIMAT0003218","ENSG00000243710","CFAP57","1.14e-09",-0.324,"YES","NA","No","No","No"
"170159","hsa-miR-92b-3p","MIMAT0003218","ENSG00000247228","RP11-296I10.3","3.08e-12",-0.37,"YES","NA","No","No","No"
"170161","hsa-miR-92b-3p","MIMAT0003218","ENSG00000248115","RP11-752D24.2","5.89e-11",-0.348,"YES","NA","No","No","No"
"170162","hsa-miR-92b-3p","MIMAT0003218","ENSG00000248319","RP11-205M3.3","1.23e-09",-0.324,"YES","NA","No","No","No"
"170163","hsa-miR-92b-3p","MIMAT0003218","ENSG00000249201","CTD-3080P12.3","2.87e-10",-0.336,"YES","NA","No","No","No"
"170164","hsa-miR-92b-3p","MIMAT0003218","ENSG00000249695","RP11-598F7.4","1.69e-11",-0.357,"YES","NA","No","No","No"
"170165","hsa-miR-92b-3p","MIMAT0003218","ENSG00000250244","CTB-49A3.4","1.53e-13",-0.39,"YES","NA","No","No","No"
"170166","hsa-miR-92b-3p","MIMAT0003218","ENSG00000250378","RP11-119J18.1","1.31e-10",-0.342,"YES","NA","No","No","No"
"170167","hsa-miR-92b-3p","MIMAT0003218","ENSG00000250799","PRODH2","4.13e-13",-0.384,"YES","NA","No","No","No"
"170168","hsa-miR-92b-3p","MIMAT0003218","ENSG00000254290","RP11-150O12.3","2.23e-09",-0.319,"YES","NA","No","No","No"
"170169","hsa-miR-92b-3p","MIMAT0003218","ENSG00000254827","SLC22A18AS","1.03e-09",-0.325,"YES","NA","No","No","No"
"170170","hsa-miR-92b-3p","MIMAT0003218","ENSG00000255120","OVOL1-AS1","1.04e-09",-0.325,"YES","NA","No","No","No"
"170171","hsa-miR-92b-3p","MIMAT0003218","ENSG00000255746","RP11-283I3.4","1.84e-10",-0.339,"YES","NA","No","No","No"
"170172","hsa-miR-92b-3p","MIMAT0003218","ENSG00000256463","SALL3","5.57e-15",-0.412,"YES","NA","No","No","No"
"170173","hsa-miR-92b-3p","MIMAT0003218","ENSG00000256802","RP11-680F8.1","1.07e-09",-0.325,"YES","NA","No","No","No"
"170174","hsa-miR-92b-3p","MIMAT0003218","ENSG00000257002","AP000438.2","1.19e-09",-0.324,"YES","NA","No","No","No"
"170175","hsa-miR-92b-3p","MIMAT0003218","ENSG00000257702","LBX2-AS1","3.64e-10",-0.334,"YES","NA","No","No","No"
"170176","hsa-miR-92b-3p","MIMAT0003218","ENSG00000258472","RP11-192H23.4","2.67e-14",-0.402,"YES","NA","No","No","No"
"170177","hsa-miR-92b-3p","MIMAT0003218","ENSG00000258616","RP11-369C8.1","9.28e-15",-0.408,"YES","NA","No","No","No"
"170178","hsa-miR-92b-3p","MIMAT0003218","ENSG00000260086","RP11-42I10.1","1.62e-11",-0.358,"YES","NA","No","No","No"
"170179","hsa-miR-92b-3p","MIMAT0003218","ENSG00000260196","RP1-239B22.5","1.77e-10",-0.339,"YES","NA","No","No","No"
"170180","hsa-miR-92b-3p","MIMAT0003218","ENSG00000260259","RP11-368I7.4","4.54e-11",-0.35,"YES","NA","No","No","No"
"170181","hsa-miR-92b-3p","MIMAT0003218","ENSG00000260500","CTD-3193O13.1","2.53e-15",-0.416,"YES","NA","No","No","No"
"170182","hsa-miR-92b-3p","MIMAT0003218","ENSG00000260762","ACSM5P1","2.71e-09",-0.317,"YES","NA","No","No","No"
"170183","hsa-miR-92b-3p","MIMAT0003218","ENSG00000261061","RP11-303E16.2","1.02e-09",-0.325,"YES","NA","No","No","No"
"170184","hsa-miR-92b-3p","MIMAT0003218","ENSG00000261250","RP11-545A16.1","2.09e-12",-0.373,"YES","NA","No","No","No"
"170185","hsa-miR-92b-3p","MIMAT0003218","ENSG00000261578","RP11-21L23.2","9.06e-13",-0.378,"YES","NA","No","No","No"
"170187","hsa-miR-92b-3p","MIMAT0003218","ENSG00000261795","RP11-90P13.1","8.20e-10",-0.327,"YES","NA","No","No","No"
"170188","hsa-miR-92b-3p","MIMAT0003218","ENSG00000261812","TUBB8P7","2.25e-12",-0.372,"YES","NA","No","No","No"
"170189","hsa-miR-92b-3p","MIMAT0003218","ENSG00000262319","CTC-457L16.2","1.25e-11",-0.36,"YES","NA","No","No","No"
"170190","hsa-miR-92b-3p","MIMAT0003218","ENSG00000262445","CTD-2545H1.2","9.07e-12",-0.362,"YES","NA","No","No","No"
"170191","hsa-miR-92b-3p","MIMAT0003218","ENSG00000262681","RP11-311F12.1","2.56e-11",-0.354,"YES","NA","No","No","No"
"170192","hsa-miR-92b-3p","MIMAT0003218","ENSG00000262714","RP11-44F14.8","9.33e-12",-0.362,"YES","NA","No","No","No"
"170193","hsa-miR-92b-3p","MIMAT0003218","ENSG00000262995","CTD-2194A8.2","2.96e-09",-0.316,"YES","NA","No","No","No"
"170196","hsa-miR-92b-3p","MIMAT0003218","ENSG00000265023","AC011450.1","8.70e-10",-0.327,"YES","NA","No","No","No"
"170197","hsa-miR-92b-3p","MIMAT0003218","ENSG00000265763","ZNF488","5.18e-11",-0.349,"YES","NA","No","No","No"
"170198","hsa-miR-92b-3p","MIMAT0003218","ENSG00000266588","RP1-56K13.5","2.13e-12",-0.372,"YES","NA","No","No","No"
"170199","hsa-miR-92b-3p","MIMAT0003218","ENSG00000266973","CTD-3162L10.3","4.17e-10",-0.333,"YES","NA","No","No","No"
"170200","hsa-miR-92b-3p","MIMAT0003218","ENSG00000267051","RP11-128P17.2","1.45e-10",-0.341,"YES","NA","No","No","No"
"170201","hsa-miR-92b-3p","MIMAT0003218","ENSG00000267892","CTD-2540F13.2","2.67e-12",-0.371,"YES","NA","No","No","No"
"170206","hsa-miR-92b-3p","MIMAT0003218","ENSG00000270937","RP5-856G1.1","7.44e-17",-0.437,"YES","NA","No","No","No"
"170207","hsa-miR-92b-3p","MIMAT0003218","ENSG00000272155","RP11-707M3.3","3.67e-11",-0.352,"YES","NA","No","No","No"
"170209","hsa-miR-92b-3p","MIMAT0003218","ENSG00000272510","RP4-680D5.8","4.94e-16",-0.426,"YES","NA","No","No","No"
"170210","hsa-miR-92b-3p","MIMAT0003218","ENSG00000273032","DGCR9","4.50e-10",-0.332,"YES","NA","No","No","No"
"170211","hsa-miR-92b-3p","MIMAT0003218","ENSG00000273164","AC000095.11","5.27e-12",-0.366,"YES","NA","No","No","Yes"
"170212","hsa-miR-92b-3p","MIMAT0003218","ENSG00000274317","RP11-93G5.1","2.30e-10",-0.337,"YES","NA","No","No","No"
"170214","hsa-miR-92b-3p","MIMAT0003218","ENSG00000275688","NA","1.12e-09",-0.324,"YES","NA","No","No","No"
"170216","hsa-miR-92b-3p","MIMAT0003218","ENSG00000275897","RP11-94C24.13","1.31e-10",-0.342,"YES","NA","No","No","No"
"170217","hsa-miR-92b-3p","MIMAT0003218","ENSG00000276076","NA","2.90e-11",-0.353,"YES","NA","No","No","No"
"170218","hsa-miR-92b-3p","MIMAT0003218","ENSG00000276144","ABC12-49244600F4.4","1.66e-09",-0.321,"YES","NA","No","No","No"
"170219","hsa-miR-92b-3p","MIMAT0003218","ENSG00000277651","CTD-2014B16.5","2.20e-10",-0.338,"YES","NA","No","No","Yes"
"170220","hsa-miR-92b-3p","MIMAT0003218","ENSG00000280208","NA","3.03e-11",-0.353,"YES","NA","No","No","No"
"170221","hsa-miR-92b-3p","MIMAT0003218","ENSG00000281491","DNAJB5-AS1","3.36e-12",-0.369,"YES","NA","No","No","No"
"171613","hsa-miR-93-5p","MIMAT0000093","ENSG00000165660","FAM175B","9.45e-21",-0.484,"YES","NA","No","No","No"
"172035","hsa-miR-935","MIMAT0004978","ENSG00000006534","ALDH3B1","1.05e-12",-0.377,"YES","NA","No","No","No"
"172036","hsa-miR-935","MIMAT0004978","ENSG00000006611","USH1C","1.27e-12",-0.376,"YES","NA","No","No","No"
"172037","hsa-miR-935","MIMAT0004978","ENSG00000008517","IL32","1.34e-09",-0.323,"YES","NA","No","No","No"
"172039","hsa-miR-935","MIMAT0004978","ENSG00000015413","DPEP1","6.57e-10",-0.329,"YES","NA","No","No","No"
"172040","hsa-miR-935","MIMAT0004978","ENSG00000015520","NPC1L1","3.09e-12",-0.37,"YES","NA","No","No","No"
"172041","hsa-miR-935","MIMAT0004978","ENSG00000027644","INSRR","8.88e-12",-0.362,"YES","NA","No","No","No"
"172042","hsa-miR-935","MIMAT0004978","ENSG00000037897","METTL1","7.00e-12",-0.364,"YES","NA","No","No","No"
"172044","hsa-miR-935","MIMAT0004978","ENSG00000042832","TG","2.44e-10",-0.337,"YES","NA","No","No","No"
"172045","hsa-miR-935","MIMAT0004978","ENSG00000054179","ENTPD2","3.58e-10",-0.334,"YES","NA","No","No","No"
"172046","hsa-miR-935","MIMAT0004978","ENSG00000062096","ARSF","2.53e-09",-0.318,"YES","NA","No","No","No"
"172047","hsa-miR-935","MIMAT0004978","ENSG00000063241","ISOC2","6.50e-10",-0.329,"YES","NA","No","No","No"
"172048","hsa-miR-935","MIMAT0004978","ENSG00000066248","NGEF","1.40e-11",-0.359,"YES","NA","No","No","No"
"172049","hsa-miR-935","MIMAT0004978","ENSG00000068615","REEP1","5.64e-12",-0.365,"YES","NA","No","No","No"
"172050","hsa-miR-935","MIMAT0004978","ENSG00000069424","KCNAB2","1.49e-10",-0.341,"YES","NA","No","No","No"
"172051","hsa-miR-935","MIMAT0004978","ENSG00000073150","PANX2","1.31e-09",-0.323,"YES","NA","No","No","No"
"172052","hsa-miR-935","MIMAT0004978","ENSG00000074276","CDHR2","9.10e-12",-0.362,"YES","NA","No","No","No"
"172053","hsa-miR-935","MIMAT0004978","ENSG00000077009","NMRK2","1.54e-10",-0.341,"YES","NA","No","No","No"
"172054","hsa-miR-935","MIMAT0004978","ENSG00000087076","HSD17B14","1.02e-14",-0.408,"YES","NA","No","No","No"
"172055","hsa-miR-935","MIMAT0004978","ENSG00000087086","FTL","3.96e-12",-0.368,"YES","NA","No","No","No"
"172056","hsa-miR-935","MIMAT0004978","ENSG00000090534","THPO","5.51e-14",-0.397,"YES","NA","No","No","No"
"172057","hsa-miR-935","MIMAT0004978","ENSG00000092445","TYRO3","4.64e-10",-0.332,"YES","NA","No","No","No"
"172058","hsa-miR-935","MIMAT0004978","ENSG00000095932","SMIM24","2.26e-11",-0.355,"YES","NA","No","No","No"
"172059","hsa-miR-935","MIMAT0004978","ENSG00000097021","ACOT7","6.79e-11",-0.347,"YES","NA","No","No","No"
"172060","hsa-miR-935","MIMAT0004978","ENSG00000099377","HSD3B7","1.96e-10",-0.339,"YES","NA","No","No","No"
"172061","hsa-miR-935","MIMAT0004978","ENSG00000100031","GGT1","2.87e-10",-0.336,"YES","NA","No","No","No"
"172062","hsa-miR-935","MIMAT0004978","ENSG00000100079","LGALS2","1.07e-12",-0.377,"YES","NA","No","No","No"
"172063","hsa-miR-935","MIMAT0004978","ENSG00000100253","MIOX","7.17e-12",-0.364,"YES","NA","No","No","No"
"172064","hsa-miR-935","MIMAT0004978","ENSG00000100285","NEFH","2.54e-10",-0.337,"YES","NA","No","No","No"
"172065","hsa-miR-935","MIMAT0004978","ENSG00000100292","HMOX1","9.99e-14",-0.393,"YES","NA","No","No","No"
"172066","hsa-miR-935","MIMAT0004978","ENSG00000100665","SERPINA4","3.03e-09",-0.316,"YES","NA","No","No","No"
"172068","hsa-miR-935","MIMAT0004978","ENSG00000100884","CPNE6","1.14e-09",-0.324,"YES","NA","No","No","No"
"172070","hsa-miR-935","MIMAT0004978","ENSG00000101198","NKAIN4","9.56e-12",-0.362,"YES","NA","No","No","No"
"172071","hsa-miR-935","MIMAT0004978","ENSG00000101400","SNTA1","1.05e-09",-0.325,"YES","NA","No","No","No"
"172072","hsa-miR-935","MIMAT0004978","ENSG00000101447","FAM83D","2.09e-13",-0.388,"YES","NA","No","No","No"
"172073","hsa-miR-935","MIMAT0004978","ENSG00000102032","RENBP","4.69e-14",-0.398,"YES","NA","No","No","No"
"172074","hsa-miR-935","MIMAT0004978","ENSG00000102575","ACP5","1.02e-10",-0.344,"YES","NA","No","No","No"
"172075","hsa-miR-935","MIMAT0004978","ENSG00000103154","NECAB2","1.28e-12",-0.376,"YES","NA","No","No","No"
"172076","hsa-miR-935","MIMAT0004978","ENSG00000103269","RHBDL1","1.47e-09",-0.322,"YES","NA","No","No","No"
"172077","hsa-miR-935","MIMAT0004978","ENSG00000103316","CRYM","6.62e-10",-0.329,"YES","NA","No","No","No"
"172078","hsa-miR-935","MIMAT0004978","ENSG00000103415","HMOX2","2.65e-12",-0.371,"YES","NA","No","No","No"
"172079","hsa-miR-935","MIMAT0004978","ENSG00000103876","FAH","1.42e-11",-0.359,"YES","NA","No","No","No"
"172080","hsa-miR-935","MIMAT0004978","ENSG00000104059","FAM189A1","5.62e-10",-0.33,"YES","NA","No","No","No"
"172081","hsa-miR-935","MIMAT0004978","ENSG00000104808","DHDH","8.92e-10",-0.326,"YES","NA","No","No","No"
"172083","hsa-miR-935","MIMAT0004978","ENSG00000105053","VRK3","2.87e-14",-0.401,"YES","NA","No","No","No"
"172084","hsa-miR-935","MIMAT0004978","ENSG00000105281","SLC1A5","1.23e-11",-0.36,"YES","NA","No","No","No"
"172085","hsa-miR-935","MIMAT0004978","ENSG00000105767","CADM4","4.25e-10",-0.332,"YES","NA","No","No","No"
"172086","hsa-miR-935","MIMAT0004978","ENSG00000107341","UBE2R2","2.67e-12",-0.371,"YES","NA","No","No","No"
"172087","hsa-miR-935","MIMAT0004978","ENSG00000108176","DNAJC12","9.62e-13",-0.378,"YES","NA","No","No","No"
"172088","hsa-miR-935","MIMAT0004978","ENSG00000108379","WNT3","2.31e-09",-0.318,"YES","NA","No","No","No"
"172089","hsa-miR-935","MIMAT0004978","ENSG00000109062","SLC9A3R1","9.37e-14",-0.394,"YES","NA","No","No","No"
"172091","hsa-miR-935","MIMAT0004978","ENSG00000109743","BST1","2.15e-10",-0.338,"YES","NA","No","No","No"
"172092","hsa-miR-935","MIMAT0004978","ENSG00000110076","NRXN2","1.33e-11",-0.359,"YES","NA","No","No","No"
"172093","hsa-miR-935","MIMAT0004978","ENSG00000110245","APOC3","3.82e-12",-0.368,"YES","NA","No","No","No"
"172095","hsa-miR-935","MIMAT0004978","ENSG00000115255","REEP6","6.63e-10",-0.329,"YES","NA","No","No","No"
"172096","hsa-miR-935","MIMAT0004978","ENSG00000115363","EVA1A","1.04e-10",-0.344,"YES","NA","No","No","No"
"172097","hsa-miR-935","MIMAT0004978","ENSG00000115386","REG1A","1.40e-10",-0.341,"YES","NA","No","No","No"
"172098","hsa-miR-935","MIMAT0004978","ENSG00000115556","PLCD4","2.18e-09",-0.319,"YES","NA","No","No","No"
"172099","hsa-miR-935","MIMAT0004978","ENSG00000116983","HPCAL4","2.32e-13",-0.388,"YES","NA","No","No","No"
"172100","hsa-miR-935","MIMAT0004978","ENSG00000117305","HMGCL","2.93e-09",-0.316,"YES","NA","No","No","No"
"172101","hsa-miR-935","MIMAT0004978","ENSG00000117419","ERI3","1.01e-09",-0.325,"YES","NA","No","No","No"
"172102","hsa-miR-935","MIMAT0004978","ENSG00000117448","AKR1A1","3.16e-10",-0.335,"YES","NA","No","No","No"
"172103","hsa-miR-935","MIMAT0004978","ENSG00000118004","COLEC11","2.06e-13",-0.388,"YES","NA","No","No","No"
"172104","hsa-miR-935","MIMAT0004978","ENSG00000118194","TNNT2","3.11e-12",-0.37,"YES","NA","No","No","No"
"172105","hsa-miR-935","MIMAT0004978","ENSG00000118402","ELOVL4","5.73e-10",-0.33,"YES","NA","No","No","No"
